Committee,Reporting Period,Report Type,Date Paid,Entity Name,First Name,Middle Initial,Last Name,Addr Line1,City,State,Zip,Zip4,Amount,Expenditure Type,Purpose,Candidate Issue,Election Type,Expenditure Platform,Expenditure Quantity,Expenditure Specific Services,Attachment,# of Donors - Individuals,Total $ - Individual,# of Donors - Committees,Total $ - Committee,Expenditure Paid Communications Platform,Expenditure Paid Communications Quantity,Expenditure Paid Communications Subject Matter,Column 1,Column 2
Flathead County Republican Women,10/01/2025 to 12/31/2025,C6,2025-12-04 0:00:00,Constant Contact,,,,"1601 Trapulo Road, Suite 329",Waltham,MA,2451,,26,2,Monthly fee for newsletter mailing,,GN,,,,N,,,,,,,,,
Flathead County Republican Women,10/01/2025 to 12/31/2025,C6,2025-11-17 0:00:00,,Ann,K,Ingram,607 Sylvan Court,Kalispell,MT,59901,,203.65,2,Reimburse for the cost of a gift for a member.,,GN,,,,N,,,,,,,,,
Flathead County Republican Women,10/01/2025 to 12/31/2025,C6,2025-11-17 0:00:00,,Tanaia,,Puchta,684B S. Foys Lake Dr,Kalispell,MT,59901,,3.49,2,Reimburse for printing costs,,GN,,,,N,,,,,,,,,
Flathead County Republican Women,10/01/2025 to 12/31/2025,C6,2025-11-17 0:00:00,,Sue,,Votapka,40 Leah Ann Lane,Kalispell,MT,59901,,109.67,2,Reimburse for expenses from Dessert Dash,,GN,,,,N,,,,,,,,,
Flathead County Republican Women,10/01/2025 to 12/31/2025,C6,2025-11-13 0:00:00,Utmost Graphics,,,,PO Box 9726,Kalispell,MT,59904,,222.72,2,"Printing raffle tickets - full color both sides, with perforation, 3.5X8.5 Uncoated ",,GN,,,,N,,,,,,,,,
Flathead County Republican Women,10/01/2025 to 12/31/2025,C6,2025-11-06 0:00:00,Treweek Storage,,,,3220 Highway 93 South,Kalispell,MT,59901,,35,2,Monthly rent for a storage unit.,,GN,,,,N,,,,,,,,,
Flathead County Republican Women,10/01/2025 to 12/31/2025,C6,2025-11-04 0:00:00,Constant Contact,,,,"1601 Trapulo Road, Suite 329",Waltham,MA,2451,,26,2,Monthly fee for newsletter mailing,,GN,,,,N,,,,,,,,,
Flathead County Republican Women,10/01/2025 to 12/31/2025,C6,2025-10-23 0:00:00,Red Lion Hotel Kalispell,,,,20 N. Main St.,Kalispell,MT,59901,,179,2,"Meeting room charge, $$100, meal cost $79.74",,GN,,,,N,,,,,,,,,
Flathead County Republican Women,10/01/2025 to 12/31/2025,C6,2025-10-22 0:00:00,State Farm Insurance,,,,475 N Main St,Kalispell,MT,59901,,53.37,2,Annual cost for insurance for promotional trailer,,GN,,,,N,,,,,,,,,
Flathead County Republican Women,10/01/2025 to 12/31/2025,C6,2025-10-07 0:00:00,Constant Contact,,,,"1601 Trapulo Road, Suite 329",Waltham,MA,2451,,26,2,Monthly fee for newsletter mailing,,GN,,,,N,,,,,,,,,
Flathead County Republican Women,10/01/2025 to 12/31/2025,C6,2025-10-07 0:00:00,Treweek Storage,,,,3220 Highway 93 South,Kalispell,MT,59901,,35,2,Monthly rent for storage unit,,GN,,,,N,,,,,,,,,
Flathead County Republican Women,10/01/2025 to 12/31/2025,C6,2025-10-05 0:00:00,Double Tree by Hilton,,,,22 N Last Chance Gulch,Helena,MT,59601,,492,2,"Sleep rooms cost - three rooms @ $164.00, one night.  MTFRW Biennal Convention. Oct 2-4, 2025",,PM,,,,N,,,,,,,,,
Flathead First,01/01/2026 to 03/25/2026,C6,2026-02-09 0:00:00,Valley Bank,,,Valley Bank,41 Third Street West,Kalispell,MT,59901,,5,2,Bank account service charge,,PM,banking,1,bank service fee,N,,,,,,,,,
Flathead First,01/01/2026 to 03/25/2026,C6,2026-01-09 0:00:00,Valley Bank of Kalispell,,,Valley Bank of Kalispell,41 Third Street West,Kalispell,MT,59901,,10,2,Bank service charge,,PM,banking,1,bank service fees,N,,,,,,,,,
Flathead First,10/01/2025 to 12/31/2025,C6,2025-12-31 0:00:00,valley bank,,,valley bank,41 3rd Street West,Kalispell,MT,59901,,40,2,Bank charges,,PM,online banking,1,Bank Charges,N,,,,,,,,,
Flathead Good Government,05/01/2026 to 05/24/2026,C6,2026-05-24 0:00:00,,Virginia,,Hauser,108 Blue Crest Dr.,Kalispell,MT,59901-3,,176,2,Administrative Fee,,PM,,,,N,,,,,,,,,
Flathead Good Government,05/01/2026 to 05/24/2026,C6,2026-05-19 0:00:00,Mountain Trader,,,,"1002 1st. Ave, E",KALISPELL,MT,59901,,208,2,2X4 Display Ad & 2X4 Display Back Page,,PM,,,,N,,,,,,,,,
Flathead Good Government,05/01/2026 to 05/24/2026,C6,2026-05-12 0:00:00,Mountain Trader,,,,"1002 1st. Ave, E",KALISPELL,MT,59901,,208,2,2X4 Display ad & 2X4 Display Ad Back Page,,PM,,,,N,,,,,,,,,
Flathead Good Government,05/01/2026 to 05/24/2026,C6,2026-05-11 0:00:00,Gap Fillers,,,,2327 U.S. Hwy 2 E,Kalispell,MT,59901,,100,2,DONATION - to non profit,,PM,,,,N,,,,,,,,,
Flathead Good Government,05/01/2026 to 05/24/2026,C6,2026-05-08 0:00:00,USPS,,,,350 N Meridian Rd,KALISPELL,MT,59901-2,,152.45,2,Postage fo flyers,,PM,,,Postage,N,,,,,,,,,
Flathead Good Government,05/01/2026 to 05/24/2026,C6,2026-05-08 0:00:00,USPS,,,,350 N Meridian Rd,KALISPELL,MT,59901-2,,127.04,2,Postage for Flyers,,PM,,,Postage,N,,,,,,,,,
Flathead Good Government,05/01/2026 to 05/24/2026,C6,2026-05-05 0:00:00,Mountain Trader,,,,"1002 1st. Ave, E",KALISPELL,MT,59901,,92,2,2X4 Display ad,,PM,,,,N,,,,,,,,,
Flathead Good Government,03/31/2026 to 04/30/2026,C6,2026-04-30 0:00:00,,Virginia,,Hauser,108 Blue Crest Dr.,Kalispell,MT,59901-3,,268,2,Administrative services fees,,PM,,,Service fees,N,,,,,,,,,
Flathead Good Government,03/31/2026 to 04/30/2026,C6,2026-04-28 0:00:00,Mountain Trader,,,,"1002 1st. Ave, E",KALISPELL,MT,59901,,92,2,2X4 Display ad,,PM,Mountain Trader,1,,N,,,,,,,,,
Flathead Good Government,03/31/2026 to 04/30/2026,C6,2026-04-22 0:00:00,Mountain Trader,,,,"1002 1st. Ave, E",KALISPELL,MT,59901,,92,2,2X4 Display ad,,PM,Mountain Trader,1,,N,,,,,,,,,
Flathead Good Government,03/31/2026 to 04/30/2026,C6,2026-04-14 0:00:00,Mountain Trader,,,,"1002 1st. Ave, E",KALISPELL,MT,59901,,92,2,2X4 Display ad,,PM,Mountain Trader,1,,N,,,,,,,,,
Flathead Good Government,03/31/2026 to 04/30/2026,C6,2026-04-08 0:00:00,Mountain Trader,,,Mountain Trader,"1002 1st. Ave, E",KALISPELL,MT,59901,,92,2,2x4 Display ad,,PM,Mountain Trader,1,,N,,,,,,,,,
Flathead Good Government,03/31/2026 to 04/30/2026,C6,2026-04-02 0:00:00,Insty Prints,,,,131 Main Stree,KALISPELL,MT,59901,,215.7,2,18x24 Signs/ Blue on white card stock,,PM,,6,,N,,,,,,,,,
Flathead Good Government,03/31/2026 to 04/30/2026,C6,2026-04-01 0:00:00,Mountain Trader,,,,"1002 1st. Ave, E",KALISPELL,MT,59901,,696,2,"2x4 Paper Ad/ Back page 04/02/26,04/09/26,04/16/26,04/23/26,04/30/26,05/07/26",,PM,Mountain Trader,,,N,,,,,,,,,
Flathead Good Government,03/31/2026 to 04/30/2026,C6,2026-03-31 0:00:00,"A&A Consulting, LLC",,,,2327 U.S. Hwy 2 E,Kalispell,MT,59901,,160.82,2,Signs,,PM,,,,N,,,,,,,,,
"For Our Kids, For Our Future!",01/01/2026 to 03/31/2026,C6,2026-03-31 0:00:00,Anedot,,,,"130 Poydras Street, Suite 1770",New Orleans,LA,70112,,7.8,2,Fees for online contributions received 1/1/2026-3/31/2026,,GN,Anedot,,,Y,,,,,,,,,
"For Our Kids, For Our Future!",01/01/2026 to 03/31/2026,C6,2026-03-31 0:00:00,Valley Bank of Helena,,,Valley Bank of Helena,321 Fuller Ave,Helena,MT,59601,,1300.75,2,Transferring remaining balance to FOKFOF committee in support of 2026 Helena Public Schools Levies,,GN,,,,N,,,,,,,,,
"For Our Kids, For Our Future!",01/01/2026 to 03/31/2026,C6,2026-03-24 0:00:00,MailerLite,,,,"548 Market St, PMB 98174",San Francisco,CA,94104,,39,2,Email marketing service,,GN,Mailerlite,,,N,,,,,,,,,
"For Our Kids, For Our Future!",01/01/2026 to 03/31/2026,C6,2026-03-03 0:00:00,Google Suite,,,,1600 Amphiteatre Pkwy,Mountain View,CA,94039,,8.4,2,Email hosting,,GN,,,,N,,,,,,,,,
"For Our Kids, For Our Future!",01/01/2026 to 03/31/2026,C6,2026-02-24 0:00:00,MailerLite,,,,"548 Market St, PMB 98174",San Francisco,CA,94104,,39,2,Email marketing service,,GN,Mailerlite,,,N,,,,,,,,,
"For Our Kids, For Our Future!",01/01/2026 to 03/31/2026,C6,2026-02-03 0:00:00,Google Suite,,,,1600 Amphiteatre Pkwy,Mountain View,CA,94039,,8.4,2,Email hosting,,GN,,,,N,,,,,,,,,
"For Our Kids, For Our Future!",01/01/2026 to 03/31/2026,C6,2026-01-26 0:00:00,MailerLite,,,,"548 Market St, PMB 98174",San Francisco,CA,94104,,39,2,Email marketing service,,GN,Mailerlite,,,N,,,,,,,,,
"For Our Kids, For Our Future!",01/01/2026 to 03/31/2026,C6,2026-01-02 0:00:00,Google Suite,,,,1600 Amphiteatre Pkwy,Mountain View,CA,94039,,8.4,2,Email hosting,,GN,,,,N,,,,,,,,,
"For Our Kids, For Our Future!",12/01/2025 to 12/31/2025,C6,2025-12-31 0:00:00,Anedot,,,,"130 Poydras Street, Suite 1770",New Orleans,LA,70112,,2.6,2,Fees for online contributions,,GN,Anedot,2 contributions,fees for online contirubitons made during report period,Y,,,,,,,,,
"For Our Kids, For Our Future!",12/01/2025 to 12/31/2025,C6,2025-12-24 0:00:00,MailerLite,,,,"548 Market St, PMB 98174",San Francisco,CA,94104,,39,2,Email marketing service,,GN,Mailerlite,,monthly email marketing platrform service fee,N,,,,,,,,,
"For Our Kids, For Our Future!",12/01/2025 to 12/31/2025,C6,2025-12-02 0:00:00,Google Suite,,,,1600 Amphiteatre Pkwy,Mountain View,CA,94039,,8.4,2,Email hosting,,GN,Google Suite,,monthly email hosting,N,,,,,,,,,
"For Our Kids, For Our Future!",10/31/2025 to 11/30/2025,C6,2025-11-30 0:00:00,Anedot,,,,"130 Poydras Street, Suite 1770",New Orleans,LA,70112,,2.6,2,online contribution fees,,GN,Anedot,2 transactions,,Y,,,,,,,,,
"For Our Kids, For Our Future!",10/31/2025 to 11/30/2025,C6,2025-11-24 0:00:00,MailerLite,,,,"548 Market St, PMB 98174",San Francisco,CA,94104,,39,2,Email marketing service monthly fee,,GN,MailerLite,one month,,N,,,,,,,,,
"For Our Kids, For Our Future!",10/31/2025 to 11/30/2025,C6,2025-11-03 0:00:00,Google Suite,,,,1600 Amphiteatre Pkwy,Mountain View,CA,94039,,8.4,2,email hosting monthly service fee,,GN,Google Suite,one month,,N,,,,,,,,,
"For Our Kids, For Our Future!",10/01/2025 to 10/30/2025,C6,2025-10-30 0:00:00,Anedot,,,,"130 Poydras Street, Suite 1770",New Orleans,LA,70112,,2.6,2,online contribution fees,,GN,Anedot,2 contributions,online contributions fees for report period,Y,,,,,,,,,
"For Our Kids, For Our Future!",10/01/2025 to 10/30/2025,C6,2025-10-24 0:00:00,MailerLite,,,,"548 Market St, PMB 98174",San Francisco,CA,94104,,39,2,Email Marketing Subscription fee,,GN,MailerLite,one month,monthly subscription fee for email marketing service,Y,,,,,,,,,
"For Our Kids, For Our Future!",10/01/2025 to 10/30/2025,C6,2025-10-02 0:00:00,Google Suite,,,,1600 Amphiteatre Pkwy,Mountain View,CA,94039,,8.4,2,email hosting service monthly fee,,GN,Google Suite,one month,monthly fee for email hosting,N,,,,,,,,,
Forefront Healthcare,05/18/2026 to 05/22/2026,C4,2026-05-18 0:00:00,MHAPAC,,,,2625 Winne Ave.,Helena,MT,59601,,5000,2,"Package, including $1500 airfare credit, rental car transportation from Detroit Metro Airport, and lodging accommodations in Toledo, Ohio.",,PM,,1,,N,,,,,,,,,
Forward Montana,03/26/2026 to 04/25/2026,C4,2026-04-15 0:00:00,Montanans for Nonpartisan Courts,,,,PO Box 87,Helena,MT,59624,,2997.4,2,IN-KIND staff salaries and overhead - see addendum,,GN,,,,N,,,,,,,,,
Forward Montana,03/26/2026 to 04/25/2026,C4,2026-04-01 0:00:00,Montanans for Nonpartisan Courts,,,,PO Box 87,Helena,MT,59624,,1089.35,2,IN-KIND staff salaries and overhead - see addendum,,GN,,,,N,,,,,,,,,
Forward Montana,01/01/2026 to 03/25/2026,C4,2026-03-13 0:00:00,Montanans for Nonpartisan Courts,,,,PO Box 87,Helena,MT,59624,,2087.11,2,IN-KIND staff salaries and office overhead - see addendum,,GN,,,,N,,,,,,,,,
Forward Montana,01/01/2026 to 03/25/2026,C4,2026-02-27 0:00:00,Montanans for Nonpartisan Courts,,,,PO Box 87,Helena,MT,59624,,3164.52,2,IN-KIND staff salaries and office overhead - see addendum,,GN,,,,N,,,,,,,,,
Forward Montana,01/01/2026 to 03/25/2026,C4,2026-02-13 0:00:00,Montanans for Nonpartisan Courts,,,,PO Box 87,Helena,MT,59624,,1114.77,2,IN-KIND staff salaries and office overhead - see addendum,,GN,,,,N,,,,,,,,,
Forward Montana,01/01/2026 to 03/25/2026,C4,2026-01-30 0:00:00,Montanans for Nonpartisan Courts,,,,PO Box 87,Helena,MT,59624,,376.74,2,IN-KIND staff salaries and office overhead - see addendum,,GN,,,,N,,,,,,,,,
Forward Montana,01/01/2026 to 03/25/2026,C4,2026-01-05 0:00:00,Montanans for Nonpartisan Courts,,,,PO Box 87,Helena,MT,59624,,2500,2,Direct contribution to ballot issue committee,,GN,,,,N,,,,,,,,,
Forward Montana,10/25/2025 to 11/30/2025,C4,2025-11-27 0:00:00,Color World,,,,201 E Mendenhall St,Bozeman,MT,59718,,300,2,No on Ward door hangers,,GN,,,,N,,,,,,,,,
Forward Montana,10/25/2025 to 11/30/2025,C4,2025-11-14 0:00:00,Forward Montana,,,,PO Box 2817,Missoula,MT,59806,,9567.62,2,See Addendum,,GN,,,,N,,,,,,,,,
Forward Montana,10/25/2025 to 11/30/2025,C4,2025-11-08 0:00:00,Meta,,,,1 Meta Way,Menlo Park,CA,94025,,60.44,2,no on ward digital ad,,GN,,,,N,,,,,,,,,
Forward Montana,10/25/2025 to 11/30/2025,C4,2025-11-06 0:00:00,Wildcat Creek Consulting,,,,1905 S 4th Street W,Missoula,MT,59801,,616.26,2,COPP Reporting Consulting services,,GN,,,,N,,,,,,,,,
Forward Montana,10/25/2025 to 11/30/2025,C4,2025-11-06 0:00:00,Wildcat Creek Consulting,,,,1905 S 4th Street W,Missoula,MT,59801,,244.68,2,COPP Reporting Consulting services,,GN,,,,N,,,,,,,,,
Forward Montana,10/25/2025 to 11/30/2025,C4,2025-11-04 0:00:00,Staples,,,,2975 Max Ave,Bozeman,MT,59718,,109.99,2,walk card with voter guide qr,,GN,,,,N,,,,,,,,,
Forward Montana,10/25/2025 to 11/30/2025,C4,2025-11-04 0:00:00,Staples,,,,2975 Max Ave,Bozeman,MT,59718,,109.99,2,walk card with voter guide qr,,GN,,,,N,,,,,,,,,
Forward Montana,10/25/2025 to 11/30/2025,C4,2025-11-04 0:00:00,Color World,,,,201 E Mendenhall St,Bozeman,MT,59718,,1167.53,2,ward mailer,,GN,,,,N,,,,,,,,,
Forward Montana,10/25/2025 to 11/30/2025,C4,2025-11-04 0:00:00,Lamar Advertising,,,,7505 Entryway Dr,Billings,MT,59101,,4800,2,no on ward billboard,,GN,,,,N,,,,,,,,,
Forward Montana,10/25/2025 to 11/30/2025,C4,2025-11-04 0:00:00,Smiths,,,,1400 N 19th Ave,Bozeman,MT,59718,,5.96,2,drinks for phone banking,,GN,,,,N,,,,,,,,,
Forward Montana,10/25/2025 to 11/30/2025,C4,2025-11-04 0:00:00,Barnes & Noble,,,,530 South 24th Street West,Billings,MT,59102,,10,2,gift card for phone bank,,GN,,,,N,,,,,,,,,
Forward Montana,10/25/2025 to 11/30/2025,C4,2025-11-04 0:00:00,,Annalese,,Warner,PO Box 2817,Missoula,MT,59806,,121.8,2,"election day travel, 174 miles @ $0.70 per mile",,GN,,,,N,,,,,,,,,
Forward Montana,10/25/2025 to 11/30/2025,C4,2025-11-03 0:00:00,Middle Seat,,,,PO BOX 21600,Washington,DC,20009,,15.18,2,fmtvoterguide.org domain renewal,,GN,,,,N,,,,,,,,,
Forward Montana,10/25/2025 to 11/30/2025,C4,2025-11-03 0:00:00,atomic tacos,,,Atomic Tacos,20 N Main St,Kalispell,MT,59901,,31.05,2,canvass meal,,GN,,,,N,,,,,,,,,
Forward Montana,10/25/2025 to 11/30/2025,C4,2025-11-03 0:00:00,montana coffee traders,,,Montana Coffee Traders,32 9th St W,Columbia Falls,MT,59912,,44.2,2,canvass meal,,GN,,,,N,,,,,,,,,
Forward Montana,10/25/2025 to 11/30/2025,C4,2025-11-03 0:00:00,Middle Seat,,,,PO BOX 21600,Washington,DC,20009,,750,2,voter guide web hosting,,GN,,,,N,,,,,,,,,
Forward Montana,10/25/2025 to 11/30/2025,C4,2025-11-02 0:00:00,Meta,,,,1 Meta Way,Menlo Park,CA,94025,,330.98,2,no on ward digital ad,,GN,,,,N,,,,,,,,,
Forward Montana,10/25/2025 to 11/30/2025,C4,2025-11-02 0:00:00,Uptown Hearth,,,,619 Nucleus Ave,Columbia Falls,MT,59912,,3.6,2,canvass coffee,,GN,,,,N,,,,,,,,,
Forward Montana,10/25/2025 to 11/30/2025,C4,2025-11-02 0:00:00,Walmart,,,,170 Hutton Ranch Rd,Kalispell,MT,59901,,150,2,canvass volunteer gift cards,,GN,,,,N,,,,,,,,,
Forward Montana,10/25/2025 to 11/30/2025,C4,2025-11-01 0:00:00,,Jacob,,Rosen,PO Box 2817,Missoula,MT,59806,,147,2,mileage reimbursement for ward canvasser; 210 miles @ $0.70 per mile,,GN,,,,N,,,,,,,,,
Forward Montana,10/25/2025 to 11/30/2025,C4,2025-11-01 0:00:00,Staples,,,,2975 Max Ave,Bozeman,MT,59718,,109.99,2,No on WARD walk cards for canvassing,,GN,,,,N,,,,,,,,,
Forward Montana,10/25/2025 to 11/30/2025,C4,2025-11-01 0:00:00,Staples,,,,2975 Max Ave,Bozeman,MT,59718,,109.99,2,No on WARD walk cards for canvassing,,GN,,,,N,,,,,,,,,
Forward Montana,10/25/2025 to 11/30/2025,C4,2025-10-31 0:00:00,Forward Montana,,,,PO Box 2817,Missoula,MT,59806,,16867.61,2,See Addendum,,GN,,,,N,,,,,,,,,
Forward Montana,10/25/2025 to 11/30/2025,C4,2025-10-31 0:00:00,MSU Parking,,,,Culbertson Hall 100,Bozeman,MT,59717,,10.8,2,parking for tabling on campus,,GN,,,,N,,,,,,,,,
Forward Montana,10/25/2025 to 11/30/2025,C4,2025-10-31 0:00:00,105 Brewing,,,,815 Yellowstone River Rd,Billings,MT,59105,,12.39,2,tea for canvassing volunteers,,GN,,,,N,,,,,,,,,
Forward Montana,10/25/2025 to 11/30/2025,C4,2025-10-30 0:00:00,jersey boy's,,,Jersey Boy's Pizzeria,6155 US 93 S,Whitefish,MT,59937,,70.18,2,meal for canvassers,,GN,,,,N,,,,,,,,,
Forward Montana,10/25/2025 to 11/30/2025,C4,2025-10-30 0:00:00,jersey boy's,,,Jersey Boy's Pizzeria,6155 US 93 S,Whitefish,MT,59937,,10,2,phone bank gift card,,GN,,,,N,,,,,,,,,
Forward Montana,10/25/2025 to 11/30/2025,C4,2025-10-30 0:00:00,atomic tacos,,,Atomic Tacos,20 N Main St,Kalispell,MT,59901,,29.9,2,door knocking volunteer meal,,GN,,,,N,,,,,,,,,
Forward Montana,10/25/2025 to 11/30/2025,C4,2025-10-30 0:00:00,,Alice,,Boyer,PO Box 2817,Missoula,MT,59806,,90.72,2,"lodging reimbursement for ward canvassing, 1 night stay at Yellowstone River Inn & Suites",,GN,,,,N,,,,,,,,,
Forward Montana,10/25/2025 to 11/30/2025,C4,2025-10-30 0:00:00,,Alice,,Boyer,PO Box 2817,Missoula,MT,59806,,141.54,2,"travel reimbursement for ward canvassing, 202.2 miles @ $0.70 per mile",,GN,,,,N,,,,,,,,,
Forward Montana,10/25/2025 to 11/30/2025,C4,2025-10-29 0:00:00,Sole Strategies,,,,"806 Buchanan Blvd, #115-317",Boulder City,NV,89005,,15000,2,No on WARD field operations/canvassing,,GN,,,,N,,,,,,,,,
Forward Montana,10/25/2025 to 11/30/2025,C4,2025-10-28 0:00:00,Michaels,,,,2800 King Avenue West,Billings,MT,59102,,10,2,gift card for phone bank,,GN,,,,N,,,,,,,,,
Forward Montana,10/25/2025 to 11/30/2025,C4,2025-10-27 0:00:00,Color World,,,,201 E Mendenhall St,Bozeman,MT,59718,,908.17,2,No on WARD mailer,,GN,,,,N,,,,,,,,,
Forward Montana,10/25/2025 to 11/30/2025,C4,2025-10-26 0:00:00,Meta,,,,1 Meta Way,Menlo Park,CA,94025,,247.26,2,voter guide ad,,GN,,,,N,,,,,,,,,
Forward Montana,10/25/2025 to 11/30/2025,C4,2025-10-26 0:00:00,Meta,,,,1 Meta Way,Menlo Park,CA,94025,,355.38,2,No on Ward ad,,GN,,,,N,,,,,,,,,
Forward Montana,09/26/2025 to 10/24/2025,C4,2025-10-24 0:00:00,Bozeman Chronicle,,,,2820 W College,Bozeman,MT,59715,,1000,2,WARD digital ads,,GN,Bozeman Chronicle online,,,N,,,,,,,,,
Forward Montana,09/26/2025 to 10/24/2025,C4,2025-10-24 0:00:00,Bozeman Chronicle,,,,2820 W College,Bozeman,MT,59715,,1350,2,WARD digital ads,,GN,Bozeman Chronicle online,,,N,,,,,,,,,
Forward Montana,09/26/2025 to 10/24/2025,C4,2025-10-24 0:00:00,Bozeman Chronicle,,,,2820 W College,Bozeman,MT,59715,,1000,2,WARD digital ads,,GN,Bozeman Chronicle online,,,N,,,,,,,,,
Forward Montana,09/26/2025 to 10/24/2025,C4,2025-10-19 0:00:00,costco,,,Costco,2330 US-93,Kalispell,MT,59901,,147.6,2,door knocking snacks,,GN,,,,N,,,,,,,,,
Forward Montana,09/26/2025 to 10/24/2025,C4,2025-10-15 0:00:00,Navigate Campaigns,,,,1328 Florida Ave NW,Washington,DC,20009,,10144.35,2,Voter guides,,GN,,,,N,,,,,,,,,
Forward Montana,09/26/2025 to 10/24/2025,C4,2025-10-15 0:00:00,Forward Montana,,,,PO Box 2817,Missoula,MT,59806,,5777.07,2,See Addendum,,GN,,,,N,,,,,,,,,
Forward Montana,09/26/2025 to 10/24/2025,C4,2025-10-13 0:00:00,Staples,,,,200 S. 23rd. St.,Bozeman,MT,59718,,29.99,2,adapter for presentations,,GN,,,,N,,,,,,,,,
Forward Montana,09/26/2025 to 10/24/2025,C4,2025-10-10 0:00:00,Staples,,,,200 S. 23rd. St.,Bozeman,MT,59718,,109.99,2,canvassing cards,,GN,,,,N,,,,,,,,,
Forward Montana,09/26/2025 to 10/24/2025,C4,2025-10-06 0:00:00,Color World,,,,201 E Mendenhall St,Bozeman,MT,59718,,2413.54,2,No on WARD mailer,,GN,,,,N,,,,,,,,,
Forward Montana,09/26/2025 to 10/24/2025,C4,2025-10-03 0:00:00,Thirsty Street Brewing,,,,3008 1st Ave N,Billing,MT,59101,,121.2,2,candidate forum drinks,,GN,,,,N,,,,,,,,,
Forward Montana,09/26/2025 to 10/24/2025,C4,2025-10-03 0:00:00,Ghost Town Coffee Roasters,,,,110 E Olive,Bozeman,MT,59715,,6.75,2,WARD meeting coffee,,GN,,,,N,,,,,,,,,
Forward Montana,09/26/2025 to 10/24/2025,C4,2025-10-01 0:00:00,staples,,,Staples,1290 Hwy 2 E,Kalispell,MT,59901,,109.99,2,canvassing walk cards,,GN,,,,N,,,,,,,,,
Forward Montana,09/26/2025 to 10/24/2025,C4,2025-10-01 0:00:00,staples,,,Staples,1290 Hwy 2 E,Kalispell,MT,59901,,109.99,2,canvassing walk cards,,GN,,,,N,,,,,,,,,
Forward Montana,09/26/2025 to 10/24/2025,C4,2025-10-01 0:00:00,staples,,,Staples,1290 Hwy 2 E,Kalispell,MT,59901,,109.99,2,canvassing walk cards,,GN,,,,N,,,,,,,,,
Forward Montana,09/26/2025 to 10/24/2025,C4,2025-10-01 0:00:00,Forward Montana,,,,PO Box 2817,Missoula,MT,59806,,3683.45,2,See Addendum,,GN,,,,N,,,,,,,,,
Forward Montana,09/26/2025 to 10/24/2025,C4,2025-10-01 0:00:00,Staples,,,,200 S. 23rd. St.,Bozeman,MT,59718,,109.99,2,canvassing walk cards,,GN,,,,N,,,,,,,,,
Forward Montana Voter Fund,03/26/2026 to 04/25/2026,C6,2026-04-02 0:00:00,Paragon Payment Solution,,,,"2141 East Broadway Road, Ste 202",Tempe,AZ,85282,,5,2,Payment gateway monthly fee,,PM,,,,N,,,,,,,,,
Forward Montana Voter Fund,01/01/2026 to 03/25/2026,C6,2026-03-02 0:00:00,Paragon Payment Solution,,,,"2141 East Broadway Road, Ste 202",Tempe,AZ,85282,,5,2,Payment gateway monthly fee march 2026,,PM,,,,N,,,,,,,,,
Forward Montana Voter Fund,01/01/2026 to 03/25/2026,C6,2026-02-02 0:00:00,Paragon Payment Solution,,,,"2141 East Broadway Road, Ste 202",Tempe,AZ,85282,,5,2,Payment gateway monthly fee february 2026,,PM,,,,N,,,,,,,,,
Forward Montana Voter Fund,01/01/2026 to 03/25/2026,C6,2026-01-02 0:00:00,Paragon Payment Solution,,,,"2141 East Broadway Road, Ste 202",Tempe,AZ,85282,,5,2,payment gateway monthly fee january 2026,,PM,,,,N,,,,,,,,,
Forward Montana Voter Fund,11/26/2025 to 12/31/2025,C6,2025-12-05 0:00:00,Paragon Payament Solutions,,,,"2141 East Broadway Road, Suite 202",Tempe,AZ,85282,,5,2,payment gateway account monthly fee,,GN,,,,N,,,,,,,,,
Forward Montana Voter Fund,10/25/2025 to 11/25/2025,C6,2025-11-14 0:00:00,Forward Montana Voter Fund,,,,"500 Higgins Ave, Suite 103",Missoula,MT,59802,,1707.93,3,See Addendum,"Emma Bode, Amy Aguirre, Andrew Lindley, Kyle Waterman, Marijke Stob",GN,,,,N,,,,,,,,,
